generazione,dna,tempo,accuracy,fitness,normalized_fitness
1,"[4, 247, 5, 172]",1500.9100584983826,0.7719298005104065,0.7719298005104065,0.7999999150633819
1,"[4, 59, 3, 94]",228.06203770637512,0.719298243522644,0.719298243522644,0.6499999787658455
1,"[2, 86, 5, 243]",157.0832884311676,0.7719298005104065,0.7719298005104065,0.7999999150633819
1,"[2, 140, 5, 47]",238.81996607780457,0.5964912176132202,0.5964912176132202,0.2999999575316909
1,"[3, 232, 2, 43]",714.307225227356,0.7719298005104065,0.7719298005104065,0.7999999150633819
1,"[1, 209, 1, 164]",167.5899977684021,0.7543859481811523,0.7543859481811523,0.7499999362975364
1,"[4, 231, 2, 49]",857.2888798713684,0.8070175647735596,0.8070175647735596,0.9000000424683091
1,"[3, 182, 5, 230]",676.0657703876495,0.7017543911933899,0.7017543911933899,0.6
1,"[2, 80, 2, 102]",140.61196899414062,0.8070175647735596,0.8070175647735596,0.9000000424683091
1,"[4, 78, 5, 155]",431.73048281669617,0.7894737124443054,0.7894737124443054,0.8500000637024636
1,"[3, 250, 1, 160]",795.7359099388123,0.7894737124443054,0.7894737124443054,0.8500000637024636
1,"[1, 50, 4, 82]",54.56731724739075,0.4912280738353729,0.4912280738353729,0.0
1,"[4, 152, 3, 156]",504.03659296035767,0.8070175647735596,0.8070175647735596,0.9000000424683091
1,"[1, 168, 5, 141]",158.4888195991516,0.6315789222717285,0.6315789222717285,0.39999991506338184
1,"[3, 157, 5, 136]",619.5244927406311,0.8245614171028137,0.8245614171028137,0.9500000212341545
1,"[1, 218, 2, 113]",239.30966305732727,0.7631579041481018,0.7631579041481018,0.7750000106170772
1,"[1, 112, 5, 216]",113.39618420600891,0.640350878238678,0.640350878238678,0.4249999893829227
1,"[3, 253, 3, 94]",1256.265555381775,0.8070175647735596,0.8070175647735596,0.9000000424683091
1,"[4, 120, 5, 210]",585.9331603050232,0.8070175647735596,0.8070175647735596,0.9000000424683091
1,"[3, 93, 3, 146]",265.8608465194702,0.8421052694320679,0.8421052694320679,1.0
2,"[4, 247, 5, 172]",1500.9100584983826,0.7719298005104065,0.7719298005104065,0.7999999150633819
2,"[4, 59, 3, 94]",228.06203770637512,0.719298243522644,0.719298243522644,0.6499999787658455
2,"[2, 86, 5, 243]",157.0832884311676,0.7719298005104065,0.7719298005104065,0.7999999150633819
2,"[2, 140, 5, 47]",238.81996607780457,0.5964912176132202,0.5964912176132202,0.2999999575316909
2,"[3, 232, 2, 43]",714.307225227356,0.7719298005104065,0.7719298005104065,0.7999999150633819
2,"[1, 209, 1, 164]",167.5899977684021,0.7543859481811523,0.7543859481811523,0.7499999362975364
2,"[4, 231, 2, 49]",857.2888798713684,0.8070175647735596,0.8070175647735596,0.9000000424683091
2,"[3, 182, 5, 230]",676.0657703876495,0.7017543911933899,0.7017543911933899,0.6
2,"[2, 80, 2, 102]",140.61196899414062,0.8070175647735596,0.8070175647735596,0.9000000424683091
2,"[4, 78, 5, 155]",431.73048281669617,0.7894737124443054,0.7894737124443054,0.8500000637024636
2,"[3, 250, 1, 160]",795.7359099388123,0.7894737124443054,0.7894737124443054,0.8500000637024636
2,"[1, 50, 4, 82]",54.56731724739075,0.4912280738353729,0.4912280738353729,0.0
2,"[4, 152, 3, 156]",504.03659296035767,0.8070175647735596,0.8070175647735596,0.9000000424683091
2,"[1, 168, 5, 141]",158.4888195991516,0.6315789222717285,0.6315789222717285,0.39999991506338184
2,"[3, 157, 5, 136]",619.5244927406311,0.8245614171028137,0.8245614171028137,0.9500000212341545
2,"[1, 218, 2, 113]",239.30966305732727,0.7631579041481018,0.7631579041481018,0.7750000106170772
2,"[1, 112, 5, 216]",113.39618420600891,0.640350878238678,0.640350878238678,0.4249999893829227
2,"[3, 253, 3, 94]",1256.265555381775,0.8070175647735596,0.8070175647735596,0.9000000424683091
2,"[4, 120, 5, 210]",585.9331603050232,0.8070175647735596,0.8070175647735596,0.9000000424683091
2,"[3, 93, 3, 146]",265.8608465194702,0.8421052694320679,0.8421052694320679,1.0
3,"[4, 231, 2, 172]",343.8176736831665,0.8157894611358643,0.8157894611358643,0.6111110691671001
3,"[2, 86, 5, 216]",42.8497838973999,0.7280701994895935,0.7280701994895935,0.05555572333159937
3,"[3, 232, 2, 102]",205.3254246711731,0.8157894611358643,0.8157894611358643,0.6111110691671001
3,"[4, 209, 1, 164]",193.06363654136658,0.8684210777282715,0.8684210777282715,0.9444446541644992
3,"[4, 231, 5, 210]",294.54042744636536,0.719298243522644,0.719298243522644,0.0
3,"[4, 59, 3, 49]",66.7408230304718,0.8157894611358643,0.8157894611358643,0.6111110691671001
3,"[4, 253, 3, 94]",364.1745743751526,0.8157894611358643,0.8157894611358643,0.6111110691671001
3,"[2, 80, 2, 164]",26.733031034469604,0.7368420958518982,0.7368420958518982,0.11111106916710016
3,"[4, 152, 3, 216]",122.7074568271637,0.780701756477356,0.780701756477356,0.3888889308328998
3,"[2, 86, 5, 102]",45.9151451587677,0.7280701994895935,0.7280701994895935,0.05555572333159937
3,"[2, 59, 3, 94]",34.351622343063354,0.8157894611358643,0.8157894611358643,0.6111110691671001
3,"[4, 78, 1, 164]",42.79946184158325,0.7368420958518982,0.7368420958518982,0.11111106916710016
3,"[3, 232, 3, 94]",266.8869535923004,0.7456140518188477,0.7456140518188477,0.16666679249869953
3,"[4, 152, 5, 155]",146.46755480766296,0.8508771657943726,0.8508771657943726,0.8333332075013005
3,"[4, 59, 3, 155]",67.94950366020203,0.7368420958518982,0.7368420958518982,0.11111106916710016
